"iso3c","country","year","unemp_nat","unemp_ilo","unemp_i","regime","regime_i","fem_labour","fem_labour_i","gini_disp","gini_disp_i","gdp_madki","gdp_madki_i","gdp_cap_i","fertility","fertility_i","alc_all_types","alc_all_types_i","christpct_i","christpct_ii","islampct_i","islampct_ii","buddhapct_i","buddhapct_ii","jewishpct_i","jewishpct_ii","hindupct_i","hindupct_ii","otherpct_i","otherpct_ii","nonreligpct_i","nonreligpct_ii","suicide_total_m","suicide_total_f","suicide_rate_female_owd","suicide_rate_male_owd","suicide_rate_total_owd","pop","pop65","crisis_idx","marit_rate_men","marit_rate_women","div_rate_female","div_rate_male","atwar","crisis_idx_i","atwar_i","crisis_idx_iI","suicide_total_owd","suicide_total_pcm","suicide_male_pcm","suicide_female_pcm","region","any_crisis"
"PSE","Palestinian Territories",2014,21.4075002670288,21.408750295639,21.4075002670288,NA,NA,18.9116317907009,18.9116317907009,37.7285714285714,37.7285714285714,5.0066229875,5.0066229875,5.0066229875,4.105875,4.105875,NA,NA,0.0173333333333333,0.01675,0.809166666666667,0.810125,0,0,0.1155,0.114875,0,0,0.001,0.00125,0.057,0.057,5.42857142857143,2.16666666666667,16.9375,59.1375,3.84458205232164,4123904.5,2.93552805236848,NA,72.0527777777778,65.3683333333333,NA,NA,NA,NA,0,NA,38.4458205232164,38.4458205232164,59.1375,16.9375,"Middle East & North Africa",1
"QAT","Qatar",2014,0.303749999031424,0.303749999031424,0.303749999031424,0,0,12.7975548981599,12.7975548981599,40.2,40.2,152.5603517625,152.5603517625,152.5603517625,1.96725,1.96725,1.06875,1.06875,0.100333333333333,0.1015,0.7385,0.735875,0.019,0.019,0,0,0.0245,0.024625,0.0946666666666667,0.096,0.023,0.023,48.25,4.5,11.95,60.4625,4.82924901392015,2353606.5,0.923775138099486,NA,NA,NA,NA,NA,0,0,0,-0.625,48.2924901392015,48.2924901392015,60.4625,11.95,"Middle East & North Africa",0
"ROU","Romania",2014,6.55874997377396,6.55874997377396,6.55874997377396,6,6,43.5893912913418,43.5893912913418,33.1625,33.1625,17.9349609625,17.9349609625,17.9349609625,1.5775,1.5775,9.6925,9.6925,0.922,0.9175,0.003,0.003,0,0,0,0,0,0,0.073,0.0775,0.002,0.002,1957.625,360.75,27.7125,169.2625,9.66748659736512,19931284.875,16.5941493898553,0,58.6801785714286,51.7351785714286,NA,NA,0,0,0,0,96.6748659736512,96.6748659736512,169.2625,27.7125,"Europe & Central Asia",0
"RUS","Russia",2014,5.78874999284744,5.78874999284744,5.78874999284744,3,3,48.6125581325853,48.6125581325853,34.25,34.25,23.59725225,23.59725225,23.59725225,1.682,1.682,9.49375,9.49375,0.4665,0.470375,0.105166666666667,0.105375,0.005,0.005,0.001,0.001,0,0,0.305333333333333,0.31,0.117,0.10825,NA,NA,87.575,498.6,27.8113361445382,143659345.5,13.4546641108958,0.857142857142857,66.2692857142857,52.8464285714286,NA,NA,0,0.625,0,0,278.113361445382,278.113361445382,498.6,87.575,"Europe & Central Asia",1
"RWA","Rwanda",2014,9.26500028371813,1.12124998867512,9.26500028371813,3,3,51.4593630947972,51.4593630947972,50.8714285714286,50.8375,1.604434425,1.604434425,1.604434425,4.25875,4.25875,7.13875,7.13875,0.9075,0.905625,0.0473333333333333,0.04725,0,0,0,0,0,0,0.0431666666666667,0.045125,0.002,0.002,NA,NA,53.7875,199.775,11.4640197844325,10974543.875,2.66546333179518,NA,69.4399675324675,50.144619047619,NA,NA,0,0,0,0,114.640197844325,114.640197844325,199.775,53.7875,"Sub-Saharan Africa",0
"SAU","Saudi Arabia",2014,5.65750002861023,5.65750002861023,5.65750002861023,0,0,15.7749615091837,15.7749615091837,51.2,51.2,49.3565738125,49.3565738125,49.3565738125,2.6495,2.6495,0.08375,0.08375,0.044,0.044,0.918666666666667,0.91825,0.00333333333333333,0.0035,0,0,0.0215,0.021875,0.0055,0.005375,0.007,0.007,59,17,8.775,44.6,2.97755241407226,30384153.875,3.01206311024088,NA,72.3547552447552,61.9510489510489,NA,NA,0,0,0,0,29.7755241407226,29.7755241407226,44.6,8.775,"Middle East & North Africa",0
"SDN","Sudan",2014,17.4400005340576,17.0487504005432,17.4400005340576,3,3,29.4457473042611,29.4457473042611,40.52,40.475,3.5539317875,3.5539317875,3.5539317875,4.679625,4.679625,0.0842857142857143,0.0842857142857143,0.0788333333333333,0.071875,0.864666666666667,0.87475,0,0,0,0,0,0,0.041,0.0375,0.0155,0.015875,NA,NA,27.25,75.825,5.17289381022734,37587808.5,3.39378087857236,NA,68.535,64.8721428571429,NA,NA,0.875,0,0.875,1,51.7289381022734,51.7289381022734,75.825,27.25,"Sub-Saharan Africa",1
"SEN","Senegal",2014,6.2874999642372,8.29124999046325,6.2874999642372,6,6,39.1223772979674,39.1223772979674,41.5,41.5,2.260000075,2.260000075,2.260000075,4.910125,4.910125,0.275,0.275,0.0545,0.054625,0.904,0.903,0,0,0,0,0,0,0.0395,0.040375,0.002,0.002,NA,NA,51.275,211.25,12.8353409367638,14007808.375,3.09744200347646,NA,65.2164994998292,64.9898644003056,NA,NA,0,0,0,0,128.353409367638,128.353409367638,211.25,51.275,"Sub-Saharan Africa",0
"SGP","Singapore",2014,3.92499995231628,3.92499995231628,3.92499995231628,3,3,41.0966313158666,41.0966313158666,38.8,38.8,64.00947065,64.00947065,64.00947065,1.21,1.21,1.85375,1.85375,0.1925,0.194875,0.146833333333333,0.146625,0.3095,0.303625,0,0,0.0535,0.054125,0.1225,0.124125,0.175166666666667,0.176625,220,115,52.0625,110.6375,7.99506156642302,5399535.125,8.6838286827546,0,63.5253846153846,54.8769230769231,NA,NA,0,0,0,0,79.9506156642302,79.9506156642302,110.6375,52.0625,"East Asia & Pacific",0
"SLB","Solomon Islands",2014,0.689999997615814,0.902499996125699,0.689999997615814,5,5,48.7544954501024,48.7544954501024,42.975,42.975,4.22430304827887,4.22430304827887,4.22430304827887,4.435875,4.435875,1.07,1.07,0.975666666666667,0.9755,0.00333333333333333,0.0035,0.003,0.003,0,0,0,0,0.015,0.015,0.003,0.003,1,NA,91.9375,243.2125,16.8209279041538,580306.625,3.47067889206312,NA,64.5857142857143,70.8428571428571,NA,NA,0,0,0,0,168.209279041538,168.209279041538,243.2125,91.9375,"East Asia & Pacific",0
"SLE","Sierra Leone",2014,4.67999982833862,4.4862499833107,4.67999982833862,6,6,49.5053264847953,49.5053264847953,40.3625,40.3625,1.6704249875,1.6704249875,1.6704249875,4.753375,4.753375,3.48375,3.48375,0.127166666666667,0.127625,0.7155,0.715625,0,0,0,0,0.000166666666666667,0.000125,0.156166666666667,0.155625,0.001,0.001,NA,NA,68.25,134.8125,10.098810126844,6945220.25,3.023092773041,NA,64.1456926406926,62.0485714285714,NA,NA,0,0,0,0,100.98810126844,100.98810126844,134.8125,68.25,"Sub-Saharan Africa",0
"SLV","El Salvador",2014,4.21000000834465,4.21000000834465,4.21000000834465,6,6,42.0254808872548,42.0254808872548,39.3375,39.3375,7.910143275,7.910143275,7.910143275,2.149375,2.149375,2.47375,2.47375,0.839333333333333,0.83625,0,0,0,0,0,0,0,0,0.012,0.01175,0.148666666666667,0.152,333,104,36.5125,169,9.5189277928564,6282869.125,7.56002697708282,0,NA,56.3585714285714,NA,NA,0,0,0,0,95.189277928564,95.189277928564,169,36.5125,"Latin America & Caribbean",0
"SOM","Somalia",2014,NA,13.2912501096725,13.2912501096725,0,0,22.5438458842958,22.5438458842958,NA,NA,109.5,109.5,109.5,6.514375,6.514375,0.0025,0.0025,0,0,0.998,0.998,0,0,0,0,0.001,0.001,0.001,0.001,0,0,NA,NA,54.875,152.05,10.1813131327828,13274363.75,2.77068705169897,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,101.813131327828,101.813131327828,152.05,54.875,"Sub-Saharan Africa",1
"SRB","Serbia",2014,19.2449996471405,19.2449996471405,19.2449996471405,6,6,43.7390096685632,43.7390096685632,33.7875,33.7875,12.7022787,12.7022787,12.7022787,1.44375,1.44375,7.7575,7.7575,0.934333333333333,0.93675,0.0285,0.027375,0,0,0,0,0,0,0.003,0.0025,0.0341666666666667,0.033375,846.125,288,62.7875,218.425,13.6246896772347,7149235.375,16.2294126664635,NA,38.0575641025641,57.4523809523809,NA,NA,0,0.5,0,0.5,136.246896772347,136.246896772347,218.425,62.7875,"Europe & Central Asia",1
"SSD","South Sudan",2014,NA,12.4874999523163,12.4874999523163,1.5,1.5,48.8998095864973,48.8998095864973,NA,NA,NA,NA,NA,5.0695,5.0695,NA,NA,0.576,0.57675,0.0451666666666667,0.044875,0,0,0,0,0,0,0.373833333333333,0.373375,0.005,0.005,NA,NA,45.8,187.425,12.1346205274996,10352694.625,3.39264441226196,NA,70.0278571428571,70.3738095238095,NA,NA,0.625,0,0.625,NA,121.346205274996,121.346205274996,187.425,45.8,"Sub-Saharan Africa",1
"STP","São Tomé & Príncipe",2014,13.5900001525879,13.6950002908707,13.5900001525879,NA,7,35.6843717265985,35.6843717265985,36.4,36.4,3.3959192375,3.3959192375,3.3959192375,4.5515,4.5515,5.06375,5.06375,0.827333333333333,0.82625,0,0,0,0,0,0,0,0,0.160333333333333,0.16125,0.0123333333333333,0.0125,NA,NA,20.1,51.1625,3.52411395133725,193857.625,2.92722767800425,NA,NA,60.4514285714286,NA,NA,0,0,0,0,35.2411395133725,35.2411395133725,51.1625,20.1,"Sub-Saharan Africa",1
"SUR","Suriname",2014,7.35285718100412,7.22500002384186,7.35285718100412,7,7,38.3364431946572,38.3364431946572,47.6,47.6,4.22998483812794,4.22998483812794,4.22998483812794,2.52875,2.52875,5.19125,5.19125,0.470666666666667,0.467,0.139,0.13925,0.006,0.006,0,0,0.224333333333333,0.226,0.083,0.08225,0.077,0.0795,96.6,35.6,109.3875,406.2625,25.3306930018533,550080.375,6.48237725032288,NA,38.2046153846154,44.5606043956044,NA,NA,0,0,0,0,253.306930018533,253.306930018533,406.2625,109.3875,"Latin America & Caribbean",0
"SVK","Slovakia",2014,12.3300000429153,12.3300000429153,12.3300000429153,8,8,44.9599782737934,44.9599782737934,24.4625,24.4625,23.76542,23.76542,23.76542,1.41625,1.41625,10.475,10.475,0.741166666666667,0.735875,0,0,0,0,0,0,0,0,0.123833333333333,0.128875,0.135,0.13525,510.5,82.5,29.925,184.925,10.3778920863858,5415408,13.5993821104205,NA,50.8043543956044,44.3676923076923,NA,NA,0,0,0,0,103.778920863858,103.778920863858,184.925,29.925,"Europe & Central Asia",1
"SVN","Slovenia",2014,8.44250005483627,8.44250005483627,8.44250005483627,9,9,45.9187420283301,45.9187420283301,25.1125,25.1125,26.157512525,26.157512525,26.157512525,1.57625,1.57625,10.5575,10.5575,0.817,0.8155,0.024,0.024,0.000833333333333333,0.000875,0,0,0,0,0.00283333333333333,0.003125,0.155333333333333,0.1565,335.125,80.75,52.15,255.8125,14.983750622904,2059434.875,17.6476837404989,NA,44.8876785714286,41.2846875,NA,NA,0,0,0,0,149.83750622904,149.83750622904,255.8125,52.15,"Europe & Central Asia",0
"SWE","Sweden",2014,7.69124990701675,7.69124990701675,7.69124990701675,9,9,47.4889061887616,47.4889061887616,25.975,25.975,43.0310622125,43.0310622125,43.0310622125,1.88,1.88,7.22,7.22,0.624666666666667,0.62225,0.041,0.04175,0.004,0.004,0.002,0.002,0.001,0.001,0.00566666666666667,0.00575,0.321666666666667,0.32325,821.25,340.25,67.2125,164.4125,11.5606618149154,9677896.375,19.185566390029,0.285714285714286,38.7235204081633,38.1236923658352,NA,NA,0,0.25,0,0,115.606618149154,115.606618149154,164.4125,67.2125,"Europe & Central Asia",1
"SWZ","Eswatini",2014,22.7199993133545,24.5287499427795,22.7199993133545,0,0,48.8433724358738,48.8433724358738,58.8285714285714,58.8625,7.7098800125,7.7098800125,7.7098800125,3.145125,3.145125,6.64875,6.64875,0.256166666666667,0.255875,0.007,0.007,0,0,0,0,0.002,0.002,0.7225,0.722625,0.0123333333333333,0.0125,NA,NA,85.6875,466.9125,26.1030437774235,1092599.75,3.86933419422658,NA,61.875,47.01,NA,NA,0,0,0,0,261.030437774235,261.030437774235,466.9125,85.6875,"Sub-Saharan Africa",1
"SYC","Seychelles",2014,3.95400004386902,NA,3.95400004386902,NA,7,NA,NA,42.875,42.875,23.8744831625,23.8744831625,23.8744831625,2.31,2.31,16.15,16.15,0.911666666666667,0.91175,0.00916666666666667,0.009125,0,0,0,0,0.019,0.019,0.0366666666666667,0.0365,0.0235,0.023625,NA,NA,23.525,130.9625,7.71508852101722,91345.125,7.38878974232619,NA,NA,NA,NA,NA,0,0,0,0,77.1508852101722,77.1508852101722,130.9625,23.525,"Sub-Saharan Africa",0
"SYR","Syria",2014,8.60999965667725,8.53249990940094,8.60999965667725,2,2,15.8839571018937,15.8839571018937,NA,NA,4.2962510125,4.2962510125,4.2962510125,3.080125,3.080125,0.31125,0.31125,0.0505,0.050125,0.928,0.92875,0,0,0,0,0,0,0.00166666666666667,0.0015,0.0198333333333333,0.019625,26,6,11.5,48.375,3.02702330014795,19213415.625,3.81744624927661,NA,NA,NA,NA,NA,0.875,0,0.875,0,30.2702330014795,30.2702330014795,48.375,11.5,"Middle East & North Africa",1
"TCD","Chad",2014,NA,1.78249999880791,1.78249999880791,3,3,45.2143466693207,45.2143466693207,42.95,42.95,1.997585075,1.997585075,1.997585075,6.213,6.213,0.7,0.7,0.349666666666667,0.35075,0.562666666666667,0.5635,0,0,0,0,0,0,0.0866666666666667,0.08475,0.001,0.001,NA,NA,77.9875,148.575,11.3503551071661,13458909,2.48585134915231,NA,73.179010989011,72.7783882783883,NA,NA,0,0,0,NA,113.503551071661,113.503551071661,148.575,77.9875,"Sub-Saharan Africa",0
"TGO","Togo",2014,3.3474999666214,2.44875001907349,3.3474999666214,3,3,47.6166269545623,47.6166269545623,43.95,43.95,1.311871125,1.311871125,1.311871125,4.622875,4.622875,1.23875,1.23875,0.474333333333333,0.4755,0.184166666666667,0.184375,0,0,0,0,0,0,0.339166666666667,0.337625,0.00233333333333333,0.0025,NA,NA,58.3875,212.85,12.6430217517135,7051966.5,2.78767306303951,NA,67.5745962732919,59.4717216117216,NA,NA,0,0,0,0,126.430217517135,126.430217517135,212.85,58.3875,"Sub-Saharan Africa",0
"THA","Thailand",2014,0.601250000298023,0.596249999478459,0.601250000298023,3,3,45.8343479977925,45.8343479977925,40.425,40.425,14.5748453125,14.5748453125,14.5748453125,1.53775,1.53775,6.79125,6.79125,0.013,0.01325,0.0503333333333333,0.0505,0.872,0.872,0,0,0.001,0.001,0.0456666666666667,0.04525,0.018,0.018,3157.75,866.875,43.0125,164.6875,10.237020403578,68253537.25,10.0849836935478,0,58.6914285714286,59.5753571428571,NA,NA,0,0,0,0,102.37020403578,102.37020403578,164.6875,43.0125,"East Asia & Pacific",0
"TJK","Tajikistan",2014,6.90000009536743,8.59750002622604,6.90000009536743,3,3,36.4310403302554,36.4310403302554,42.85,42.8875,3.557604,3.557604,3.557604,3.611625,3.611625,0.79125,0.79125,0.0118333333333333,0.011625,0.963333333333333,0.9645,0.001,0.001,0,0,0,0,0.00166666666666667,0.0015,0.0221666666666667,0.021375,154,82,29.9125,81.725,5.54847640500263,8176277,3.06846930962172,NA,78.9289316239316,68.3275,NA,NA,0,0,0,0,55.4847640500263,55.4847640500263,81.725,29.9125,"Europe & Central Asia",0
"TKM","Turkmenistan",2014,4,3.95750004053116,4,2,2,39.9371482921721,39.9371482921721,NA,NA,20.238095875,20.238095875,20.238095875,2.9035,2.9035,3.13125,3.13125,0.0133333333333333,0.013,0.950833333333333,0.951875,0,0,0,0,0,0,0.00133333333333333,0.00125,0.0345,0.033875,NA,NA,38.7875,136.1375,8.82081382296212,5418403.625,4.10848588356196,NA,NA,66.8657142857143,NA,NA,0,0,0,0,88.2081382296212,88.2081382296212,136.1375,38.7875,"Europe & Central Asia",0
"TLS","Timor-Leste",2014,6.31666652361553,4.06749999523163,6.31666652361553,6,6,45.6215521281122,45.6215521281122,33.36,33.36,4.22587522277812,4.22587522277812,4.22587522277812,4.38525,4.38525,0.43875,0.43875,0.855666666666667,0.85625,0.0376666666666667,0.03825,0.00133333333333333,0.00125,0,0,0,0,0.100666666666667,0.09975,0.00466666666666667,0.0045,NA,NA,41.2875,103.575,7.26568926719845,1165768.125,4.27739050558149,NA,67.0799336219336,63.2527784992785,NA,NA,0,0,0,0,72.6568926719845,72.6568926719845,103.575,41.2875,"East Asia & Pacific",0
"TON","Tonga",2014,NA,2.36499999463558,2.36499999463558,NA,5.5,40.4908398553292,40.4908398553292,38.1666666666667,38.2,4.22620581314122,4.22620581314122,4.22620581314122,3.748875,3.748875,0.50625,0.50625,0.9605,0.958625,0,0,0.001,0.001,0,0,0.001,0.001,0.0335,0.035375,0.004,0.004,NA,NA,39.9125,80.2875,6.0326863051265,102124.125,5.87056140636643,NA,65.8470512820513,61.032380952381,NA,NA,0,0,0,NA,60.326863051265,60.326863051265,80.2875,39.9125,"East Asia & Pacific",0
"TTO","Trinidad & Tobago",2014,3.14000007084438,3.16000005602836,3.14000007084438,9,9,42.1623758751243,42.1623758751243,NA,NA,30.050441975,30.050441975,30.050441975,1.77975,1.77975,5.99125,5.99125,0.634,0.634,0.0485,0.048125,0.003,0.003,0,0,0.175833333333333,0.173375,0.115666666666667,0.1185,0.023,0.023,118,31.6666666666667,36.075,167.2625,10.1722192384611,1357143.5,9.26747476642334,NA,43.495,39.025,NA,NA,0,0,0,0,101.722192384611,101.722192384611,167.2625,36.075,"Latin America & Caribbean",0
"TUN","Tunisia",2014,15.8557142530169,15.7562500238419,15.8557142530169,3,3,27.2573759969285,27.2573759969285,39.3833333333333,39.3125,10.89213405,10.89213405,10.89213405,2.21725,2.21725,1.415,1.415,0.002,0.002,0.995,0.995,0,0,0,0,0,0,0,0,0.003,0.003,9,2,16.4125,48.55,3.21749341687925,11019702,7.63384214625939,0,NA,52.3085714285714,NA,NA,0,0,0,0.285714285714286,32.1749341687925,32.1749341687925,48.55,16.4125,"Middle East & North Africa",1
"TUR","Turkey",2014,9.7649998664856,9.7649998664856,9.7649998664856,6,6,31.0705503755776,31.0705503755776,40.175,40.175,18.4274928875,18.4274928875,18.4274928875,2.11425,2.11425,1.4875,1.4875,0.003,0.003,0.982166666666667,0.982375,0.000833333333333333,0.000875,0,0,0,0,0.003,0.00275,0.011,0.011,1169.14285714286,393.428571428571,14.5375,51.1875,3.25448533947924,76629670.375,7.67502445980597,0.142857142857143,70.8236263736264,64.3136306471307,NA,NA,0,0.125,0,0,32.5448533947924,32.5448533947924,51.1875,14.5375,"Europe & Central Asia",0
"TWN","Taiwan",2014,NA,NA,4,NA,5.5,NA,NA,30.2375,30.2375,40.4921602625,40.4921602625,40.4921602625,NA,NA,NA,NA,0.0465,0.046375,0.004,0.004,0.2655,0.265625,0,0,0,0,0.64,0.64,0.044,0.044,NA,NA,90.95,191.125,14.0157827215536,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,140.157827215536,140.157827215536,191.125,90.95,"East Asia & Pacific",0
"TZA","Tanzania",2014,2.83999999364217,2.61375001072884,2.83999999364217,5,5,48.5101547383466,48.5101547383466,44.4,44.4,2.42484175,2.42484175,2.42484175,5.185,5.185,6.81625,6.81625,0.549666666666667,0.55025,0.298,0.29775,0,0,0,0,0.009,0.009,0.139333333333333,0.139,0.004,0.004,NA,NA,38.9,141.0375,8.70103913643355,49338970.125,2.53013929539862,NA,66.6877674531351,62.3009954751131,NA,NA,0,0,0,0,87.0103913643355,87.0103913643355,141.0375,38.9,"Sub-Saharan Africa",0
"UGA","Uganda",2014,4.96666649977366,2.50124996900558,4.96666649977366,3,3,48.8153933051596,48.8153933051596,44.6571428571429,44.65,1.917023225,1.917023225,1.917023225,5.6145,5.6145,11.0325,11.0325,0.844333333333333,0.84475,0.118166666666667,0.118375,0,0,0,0,0.00866666666666667,0.00875,0.0248333333333333,0.024125,0.004,0.004,NA,NA,91.825,162.25,12.3682982225744,36513384,1.8854634774781,NA,70.7598382352941,56.3924848484848,NA,NA,0,0,0,0,123.682982225744,123.682982225744,162.25,91.825,"Sub-Saharan Africa",0
"UKR","Ukraine",2014,8.48875021934509,8.49000024795532,8.48875021934509,5,5,47.5169241666768,47.5169241666768,26.7875,26.7875,9.774823675,9.774823675,9.774823675,1.472875,1.472875,7.295,7.295,0.840333333333333,0.84275,0.0105,0.010625,0,0,0.00133333333333333,0.00125,0,0,0.0108333333333333,0.010375,0.137,0.135,NA,NA,62.8375,413.25,22.4555762651712,45365227.25,15.7435645590904,NA,NA,59.5542857142857,NA,NA,0.5,0.5,0.5,0.5,224.555762651712,224.555762651712,413.25,62.8375,"Europe & Central Asia",1
"URY","Uruguay",2014,7.01624995470047,7.01624995470047,7.01624995470047,9,9,44.9409753545352,44.9409753545352,37.175,37.175,18.4852206125,18.4852206125,18.4852206125,2.00025,2.00025,6.05,6.05,0.552,0.5505,0,0,0,0,0.005,0.005,0,0,0.0305,0.030875,0.4125,0.413625,488.142857142857,133.857142857143,68.175,284.7875,16.9004970210558,3396230.375,14.344024208216,0,56.8592857142857,52.8921428571429,NA,NA,0,0,0,0,169.004970210558,169.004970210558,284.7875,68.175,"Latin America & Caribbean",0
"USA","United States",2014,6.83749997615814,6.83875000476837,6.83749997615814,9,9,45.9847617270304,45.9847617270304,38.0875,38.0875,51.4345857125,51.4345857125,51.4345857125,1.8569375,1.8569375,8.765,8.765,0.6865,0.686375,0.0133333333333333,0.0135,0.013,0.013,0.018,0.018,0.00433333333333333,0.0045,0.112166666666667,0.110125,0.152666666666667,0.1545,32966.875,9375.625,55.975,192.85,12.2633638271887,317195783.25,14.1327675045122,0.142857142857143,52.4109090909091,49.3590909090909,NA,NA,0,0.125,0,0,122.633638271887,122.633638271887,192.85,55.975,"North America",0
"UZB","Uzbekistan",2014,5.1875,5.1875,5.1875,0,0,40.8339253533287,40.8339253533287,NA,NA,8.842340775,8.842340775,8.842340775,2.367875,2.367875,1.56875,1.56875,0.0135,0.013375,0.945666666666667,0.94725,0.00116666666666667,0.001375,0,0,0,0,0.00266666666666667,0.0025,0.037,0.0355,1334.28571428571,643.714285714286,50.75,143.1625,9.48796613582749,30526575,4.22812860173391,NA,NA,NA,NA,NA,0,0,0,0,94.8796613582749,94.8796613582749,143.1625,50.75,"Europe & Central Asia",0
"VCT","St. Vincent & Grenadines",2014,NA,19.2062497138977,19.2062497138977,NA,7,40.6990495109282,40.6990495109282,NA,NA,4.22836635247779,4.22836635247779,4.22836635247779,1.988125,1.988125,7.48,7.48,0.884333333333333,0.88725,0.001,0.001,0,0,0,0,0.001,0.001,0.0396666666666667,0.0375,0.074,0.07325,4,1.66666666666667,15.75,121.825,6.95464563068361,108865.375,8.85221246095339,NA,57.3076923076923,51.5361538461538,NA,NA,0,0,0,NA,69.5464563068361,69.5464563068361,121.825,15.75,"Latin America & Caribbean",1
"VEN","Venezuela",2014,6.42000007629395,7.22000002861023,6.42000007629395,3,3,39.5177183659852,39.5177183659852,37.9166666666667,37.8125,17.7558392875,17.7558392875,17.7558392875,2.37975,2.37975,5.9375,5.9375,0.926666666666667,0.9265,0.003,0.003,0.001,0.001,0,0,0,0,0.0263333333333333,0.026,0.043,0.0435,569.4,122,20.825,150.65,8.44636260143785,29479735,6.16053875026594,2,54.7642857142857,46.2571428571429,NA,NA,0,0.875,0,0,84.4636260143785,84.4636260143785,150.65,20.825,"Latin America & Caribbean",1
"VNM","Vietnam",2014,1.41125001013279,1.41125001013279,1.41125001013279,0,0,47.7681308634222,47.7681308634222,34.775,34.775,5.4054918875,5.4054918875,5.4054918875,1.988625,1.988625,2.7475,2.7475,0.082,0.082,0.002,0.002,0.0891666666666667,0.087625,0,0,0.001,0.001,0.639,0.64225,0.186833333333333,0.185125,NA,NA,46.5875,107.3625,7.53303482019957,91252776,6.62567341846665,NA,73.6475,68.9353634085213,NA,NA,0,0,0,0,75.3303482019957,75.3303482019957,107.3625,46.5875,"East Asia & Pacific",0
"VUT","Vanuatu",2014,1.85000002384186,1.82250000536442,1.85000002384186,NA,NA,43.5469613614078,43.5469613614078,40.3,40.3,4.22545628153758,4.22545628153758,4.22545628153758,3.95925,3.95925,1.53875,1.53875,0.883,0.883,0.001,0.001,0.002,0.002,0,0,0,0,0.104,0.104,0.01,0.01,NA,NA,77.0125,280.5125,17.8760626029051,260482,3.7697525001208,NA,NA,NA,NA,NA,0,0,0,0,178.760626029051,178.760626029051,280.5125,77.0125,"East Asia & Pacific",0
"WSM","Samoa",2014,9.40500009059906,7.90249991416931,9.40500009059906,NA,7,34.566198244979,34.566198244979,42.9,42.9,4.22606585980641,4.22606585980641,4.22606585980641,4.123875,4.123875,2.17,2.17,0.988,0.988,0,0,0,0,0,0,0,0,0.006,0.006,0.006,0.006,NA,NA,51.6125,148.725,10.0644764941957,191105.5,4.73241266323986,NA,59.6621428571429,53.9332142857143,NA,NA,0,0,0,0,100.644764941957,100.644764941957,148.725,51.6125,"East Asia & Pacific",0
"YEM","Yemen",2014,15.6449999809265,13.2487499713898,15.6449999809265,3,3,9.48265830841252,9.48265830841252,37.16,37.175,3.6085336625,3.6085336625,3.6085336625,4.27425,4.27425,0.03625,0.03625,0.001,0.001,0.990666666666667,0.9905,0,0,0,0,0.00666666666666667,0.00675,0.000666666666666667,0.00075,0.001,0.001,NA,NA,38.3875,81.9625,6.0115826459,25488391.875,2.75818512290067,NA,72.9285714285714,63.9238095238095,NA,NA,0.5,0.25,0.5,1,60.115826459,60.115826459,81.9625,38.3875,"Middle East & North Africa",1
"ZAF","South Africa",2014,25.2787499427795,25.2787499427795,25.2787499427795,8,8,44.538607543047,44.538607543047,62.95,62.95,12.0169953,12.0169953,12.0169953,2.52,2.52,7.33,7.33,0.619,0.618,0.0161666666666667,0.016375,0.00316666666666667,0.003375,0.002,0.002,0.0113333333333333,0.01125,0.288833333333333,0.288875,0.0595,0.060125,378,105,52.6375,192.575,11.7668391585453,54110105,4.95155969007545,0.285714285714286,48.7667916666667,39.8609583333333,NA,NA,0,0.375,0,1,117.668391585453,117.668391585453,192.575,52.6375,"Sub-Saharan Africa",1
"ZMB","Zambia",2014,10.8899998664856,10.2425000071526,10.8899998664856,5,5,47.8708255652943,47.8708255652943,55.8,55.825,3.3673312125,3.3673312125,3.3673312125,5.073,5.073,3.71,3.71,0.819,0.82,0.004,0.004,0,0,0,0,0.001,0.001,0.129,0.12825,0.047,0.04675,NA,NA,52.5625,217.5375,13.1793747538034,15189638.875,2.073559932184,0.285714285714286,72.346993006993,55.8390384615385,NA,NA,0,0.25,0,0.333333333333333,131.793747538034,131.793747538034,217.5375,52.5625,"Sub-Saharan Africa",1
"ZWE","Zimbabwe",2014,5.0699999332428,5.29499995708465,5.0699999332428,3,3,50.8885441878895,50.8885441878895,47.0125,47.0125,1.5494028375,1.5494028375,1.5494028375,3.94525,3.94525,3.66375,3.66375,0.534833333333333,0.539125,0.009,0.009,0,0,0,0,0.00183333333333333,0.001875,0.442333333333333,0.438,0.012,0.012,NA,NA,157.3125,443.075,28.5989123333402,13465746.375,2.93858671126975,0,71.6545141941392,58.2482538461538,NA,NA,0,0,0,0,285.989123333402,285.989123333402,443.075,157.3125,"Sub-Saharan Africa",0
